Re,St,Cd
953.92,0.19,1.07
202.09,0.15,1.17
1389.82,0.19,0.87
4027.28,0.26,0.66
223.41,0.16,1.03
1373.08,0.17,1.03
3800.62,0.28,0.63
306.89,0.18,1.21
457.18,0.17,1.08
1466.88,0.21,0.93
3006.33,0.25,0.76
78.41,0.16,1.17
1667.43,0.21,0.91
274.95,0.19,0.84
371.66,0.15,1.06
1879.26,0.25,0.69
315.2,0.15,1.14
329.59,0.16,1.1
3738.6,0.27,0.67
262.45,0.14,1.19
777.42,0.23,0.93
2917.37,0.26,0.63
3343.41,0.26,0.66
1109.23,0.25,0.7
2897.01,0.23,0.83
228.54,0.22,0.87
269.05,0.19,1.06
1619.93,0.22,0.79
2405.78,0.25,0.7
105.28,0.16,1.21
2013.91,0.22,0.72
127.9,0.19,1.05
129.41,0.17,1.01
387.73,0.19,1.11
574.51,0.2,0.88
3006.08,0.23,0.68
3803.98,0.22,0.93
2602.36,0.26,0.67
680.89,0.18,0.98
332.52,0.17,1.19
1033.04,0.21,0.93
360.62,0.21,0.95
133.81,0.13,1.22
1032.76,0.21,0.89
4031.54,0.22,0.82
383,0.18,1.13
218.24,0.22,0.9
131.86,0.18,1.07
117.7,0.16,1.21
4824.88,0.24,0.74
93.75,0.15,1.24
509.51,0.21,0.99
966.24,0.17,0.98
1691.86,0.23,0.69
92.54,0.13,1.32
2717.78,0.26,0.68
142.22,0.17,1.09
1078.66,0.17,0.99
294.19,0.15,1.11
557.38,0.18,0.95
2231,0.24,0.78
75.12,0.15,1.24
793.28,0.24,0.88
275.68,0.2,1.04
1805.74,0.25,0.77
42.43,0.13,1.28
2352.19,0.26,0.73
82.76,0.17,1.17
2862.85,0.21,0.84
143.42,0.19,1.18
397.53,0.2,0.98
2450.55,0.25,0.68
2845.23,0.26,0.67
1955.86,0.21,0.85
1502.72,0.22,0.75
2692.84,0.22,0.84
49.02,0.15,1.26
3790.22,0.27,0.68
2129.28,0.27,0.67
149.43,0.19,1.06
131.47,0.13,1.3
1005.8,0.19,0.94
2762.22,0.21,0.81
113.54,0.2,1.04
1316.94,0.19,0.93
535.24,0.2,0.94
2089.38,0.26,0.7
323.66,0.22,0.96
2351.24,0.22,0.8
321.11,0.16,1.34
1254.37,0.19,0.93
4926.33,0.27,0.63
1434.95,0.17,0.97
1357.92,0.2,0.83
146.24,0.18,1.21
4434.15,0.29,0.57
1612.79,0.27,0.71
2479.61,0.2,0.78
917.39,0.19,0.94
75.55,0.18,1.19
309.9,0.18,1.08
4789.21,0.22,0.77
899.51,0.21,0.93
2599.7,0.23,0.74
1376.15,0.18,0.91
305.55,0.23,0.92
2979,0.22,0.79
1362.11,0.22,0.88
389.25,0.14,1.14
2123.81,0.19,0.83
2454.58,0.26,0.82
355.46,0.22,0.93
565.59,0.19,0.95
847.45,0.2,0.95
294.97,0.22,0.86
1619.34,0.24,0.67
4788.43,0.25,0.55
371.13,0.18,1.07
1388.26,0.26,0.74
217.75,0.23,0.91
465.44,0.23,0.89
846.24,0.18,1.01
1488.5,0.17,0.92
320.02,0.16,1.03
4431.67,0.27,0.71
2949.88,0.24,0.68
38.11,0.12,1.28
845.22,0.18,0.94
37.97,0.17,1.19
2644.99,0.28,0.63
2456.47,0.26,0.76
2153.85,0.24,0.68
1091.48,0.19,0.93
4792.96,0.25,0.7
381.64,0.19,1.06
4962.59,0.23,0.66
1915.32,0.26,0.8
289.53,0.15,1.22
110.32,0.14,1.24
333.7,0.19,0.99
383.52,0.2,1.01
344.5,0.2,0.88
925.12,0.26,0.79
2699.93,0.23,0.77
1031.13,0.25,0.76
2005.79,0.21,0.76
1091.47,0.23,0.95
4375.33,0.26,0.62
1678.19,0.2,0.85
2575.2,0.26,0.67
90.43,0.18,1.14
2328.61,0.23,0.79
346.83,0.17,1.05
3759.44,0.27,0.62
101.85,0.16,1.25
235.86,0.16,1.07
286.79,0.16,0.9
472.5,0.19,1.04
1879.69,0.2,0.85
149.76,0.15,1.08
126.16,0.18,1.1
110.99,0.15,1.28
3274.13,0.27,0.71
2802.68,0.22,0.76
256.21,0.16,1.21
375.3,0.22,0.88
787.41,0.19,0.99
800.15,0.19,0.96
380.76,0.19,1.07
1178.3,0.26,0.65
119.61,0.14,1.26
3529.66,0.23,0.77
3171.53,0.21,0.81
333.33,0.22,0.92
248.15,0.16,1.17
2795.65,0.23,0.74
899.87,0.2,0.93
2233.59,0.25,0.72
2811.94,0.21,0.76
1108.67,0.25,0.76
371.24,0.2,1.05
45.06,0.14,1.27
494.62,0.2,0.9
128.02,0.17,1.21
2416.37,0.23,0.79
2806.85,0.26,0.69
1367.25,0.21,0.86
261.91,0.18,0.99
3549.17,0.23,0.87
272.27,0.15,1.13
33.63,0.12,1.29
2644.37,0.21,0.93
374.85,0.2,0.91
378.99,0.14,1.15
3250.18,0.22,0.64
142.48,0.17,1.16
42.16,0.13,1.35
2945.61,0.23,0.73
61.82,0.16,1.27
116.42,0.14,1.24
415.33,0.22,0.94
101.76,0.17,1.24
1072.48,0.22,1.02
3173.42,0.21,0.81
3398.89,0.22,0.75
204.99,0.15,1.16
987.64,0.19,0.96
3369.86,0.25,0.67
3366.15,0.25,0.66
3314.35,0.25,0.68
40.52,0.15,1.25
994.55,0.18,0.96
62.84,0.14,1.14
4029.44,0.28,0.57
1695.8,0.2,0.83
1149.33,0.18,0.98
1075.99,0.22,1.01
4234.69,0.23,0.73
1497,0.17,0.87
2065.15,0.24,0.82
1147.02,0.23,0.9
3648.6,0.21,0.74
222.37,0.17,1.08
3266.28,0.25,0.71
1060.28,0.26,0.77
148.45,0.12,1.34
3143.94,0.22,0.73
98.15,0.14,1.29
4876.04,0.26,0.63
3850.66,0.26,0.59
2592.28,0.24,0.76
258.82,0.17,1.13
2292.92,0.28,0.53
1594.46,0.25,0.76
3137.79,0.22,0.73
3408.85,0.22,0.74
4303.14,0.26,0.62
318.51,0.24,0.88
3377.93,0.24,0.79
4831.75,0.22,0.87
2830.92,0.24,0.74
62.32,0.15,1.24
511.47,0.16,1.1
2071.11,0.26,0.67
117.1,0.14,1.17
67.77,0.14,1.27
1330.25,0.21,0.94
1750.72,0.22,0.8
136.26,0.13,1.27
3550.42,0.25,0.54
3280.5,0.25,0.67
1278.36,0.24,0.71
2661.55,0.23,0.71
1543.77,0.26,0.8
1012.8,0.2,1.01
21,0.12,1.43
3791.59,0.28,0.61
212.17,0.16,1.13
1147.44,0.22,1
1050.03,0.17,1.03
3132.56,0.24,0.71
1763.92,0.23,0.76
175.49,0.2,1.05
172.48,0.19,1.09
1158.7,0.23,0.97
123.71,0.15,1.25
1787.6,0.26,0.75
37.09,0.15,1.3
397.33,0.16,1.04
357.32,0.18,1.07
3115.13,0.28,0.57
210.39,0.19,1.04
123.23,0.16,1.2
267.25,0.19,1.08
136.18,0.12,1.41
2193.79,0.22,0.82
467.8,0.22,0.96
720.91,0.2,1.01
1501.09,0.21,0.82
2619.34,0.26,0.65
257.72,0.16,1.16
2024.68,0.24,0.82
178.62,0.16,1.16
208.18,0.19,1.05
245.29,0.16,1.12
257.24,0.17,1.12
846.78,0.22,0.88
2292.96,0.28,0.62
2931.73,0.27,0.61
1151.48,0.21,0.84
747.25,0.23,0.96
1475.83,0.19,0.93
4392.44,0.25,0.65
1162.69,0.17,1.04
954.76,0.19,0.83
4641.47,0.25,0.72
81.79,0.16,1.23
3703.78,0.27,0.62
545.9,0.17,0.98
626.56,0.19,1.04
342.05,0.24,0.88
3344.09,0.24,0.77
4961.74,0.22,0.62
124.89,0.14,1.24
841.66,0.17,0.98
139.85,0.14,1.22
99.5,0.13,1.35
2317.31,0.27,0.6
4137.44,0.25,0.67
1340.37,0.26,0.73
293.96,0.14,1.12
288.32,0.14,1.12
3418.54,0.21,0.88
3000.24,0.27,0.65
217.39,0.17,1.09
257.33,0.19,1.02
2566.01,0.23,0.75
569.38,0.2,0.94
2220.14,0.28,0.69
386.38,0.16,1.06
3011.31,0.23,0.73
1263.02,0.22,0.87
1828.89,0.23,0.79
2349.63,0.2,0.83
3263.37,0.28,0.74
4804.84,0.26,0.63
2393.83,0.24,0.73
321.53,0.23,0.95
51.31,0.16,1.23
456.8,0.24,0.92
220.95,0.14,1.15
3361.44,0.26,0.68
920.1,0.16,1.07
542.24,0.24,0.81
305.5,0.17,1.11
268.32,0.16,1.09
180.65,0.15,1.18
109.54,0.14,1.23
4831.81,0.24,0.58
3349.04,0.28,0.66
820.01,0.2,0.87
1352.5,0.21,0.82
1133.05,0.2,0.91
108.59,0.19,1.14
68.1,0.16,1.23
120.16,0.14,1.24
2738.45,0.23,0.77
2241.14,0.21,0.68
911.69,0.25,0.84
4225.72,0.27,0.61
2271.17,0.23,0.71
4986.99,0.26,0.67
335.33,0.17,1.05
87.18,0.13,1.29
659.97,0.21,0.94
308.79,0.19,0.96
1885.81,0.26,0.78
950.58,0.22,0.9
2431.98,0.25,0.68
87.24,0.13,1.32
2498.93,0.22,0.83
56.86,0.16,1.23
2066.8,0.2,0.77
1003.2,0.25,0.8
4197.19,0.21,0.74
74.7,0.15,1.3
3211.38,0.22,0.74
791.56,0.18,0.95
4720.53,0.25,0.67
1209.38,0.21,0.85
3470.32,0.22,0.78
1311.81,0.17,0.93
988.88,0.25,0.8
1860.56,0.24,0.84
988.62,0.21,0.86
247.53,0.2,0.94
76.33,0.15,1.22
323,0.21,0.95
1005.79,0.2,0.92
3192.18,0.22,0.79
1395.25,0.16,1
1221.45,0.19,1.03
324.24,0.2,0.98
366.11,0.17,1.13
1072.63,0.21,0.87
237.97,0.14,1.23
626.51,0.24,0.79
2214.83,0.21,0.8
814.58,0.16,0.95
1419.64,0.2,0.88
965.04,0.19,0.93
2228.23,0.26,0.71
4831.06,0.25,0.66
3170.72,0.21,0.82
3195.85,0.24,0.77
3370.4,0.27,0.86
4550.56,0.27,0.63
360.34,0.2,0.97
4911.02,0.27,0.64
315.8,0.15,1.16
3778.91,0.24,0.73
715.17,0.21,0.96
500.05,0.19,1
959.54,0.18,0.84
721.2,0.18,0.92
676.96,0.19,0.88
2035,0.23,0.73
972.21,0.18,1.06
976.37,0.19,0.85
139.36,0.14,1.18
3816.96,0.22,0.74
26.46,0.16,1.23
479.97,0.22,0.87
167.61,0.15,1.17
133.5,0.14,1.25
3309.6,0.23,0.82
272.59,0.15,1.09
527.83,0.18,0.85
1916.73,0.25,0.81
269.92,0.15,1.17
2373.23,0.21,0.89
369.5,0.19,0.94
2270.79,0.27,0.7
888.94,0.24,0.93
265.66,0.18,1.09
2187.58,0.26,0.68
137.47,0.16,1.1
147.1,0.18,1.12
325.48,0.19,1.03
3263.4,0.24,0.73
2864.34,0.28,0.75
3869.07,0.25,0.59
3125.22,0.23,0.79
4797.48,0.28,0.7
55.87,0.15,1.25
2850.82,0.28,0.6
2351.47,0.23,0.84
593.84,0.2,0.91
1677.22,0.22,0.85
456.96,0.18,0.99
2018.77,0.25,0.67
149.34,0.15,1.2
280.28,0.19,0.83
783.48,0.23,0.89
795.74,0.24,0.88
759.11,0.21,0.83
20.42,0.13,1.43
1234.36,0.22,0.99
3235.02,0.28,0.61
381.61,0.17,1.01
605.27,0.19,1.04
89.88,0.16,1.16
2471.74,0.25,0.7
2018.1,0.24,0.79
1131.33,0.21,0.88
335.29,0.18,0.89
3331.39,0.28,0.65
391.78,0.15,1.12
4033.07,0.22,0.71
842.29,0.22,0.88
3265.81,0.25,0.7
358.81,0.19,0.97
550.7,0.2,0.97
4041.08,0.26,0.62
115.19,0.19,1.03
391.82,0.18,0.97
2959.46,0.25,0.68
990.66,0.22,0.92
1308.42,0.16,1.13
2306.64,0.26,0.71
68.19,0.12,1.31
675.92,0.21,0.85
1479.26,0.21,0.86
713.56,0.24,0.89
1968.14,0.2,0.81
3279.79,0.23,0.79
3205.18,0.28,0.62
199.11,0.16,1.17
1145.48,0.26,0.79
911.2,0.16,1.01
816.99,0.17,0.98
1524.52,0.23,0.82
3821.9,0.27,0.81
2714.29,0.28,0.65
2605.05,0.26,0.64
262.36,0.17,1.11
4720.81,0.23,0.72
1335.68,0.2,0.85
3367.81,0.26,0.69
326.15,0.19,1.04
1020.8,0.17,0.97
249.87,0.18,1.09
87.96,0.14,1.25
3347.54,0.24,0.69
2780.96,0.27,0.81
139.62,0.14,1.26
1787.36,0.24,0.75
99.82,0.16,1.12
177.38,0.15,1.16
1238.46,0.18,0.97
3107.49,0.26,0.7
1150.04,0.16,1
4232.35,0.27,0.63
4223.62,0.27,0.65
1380.61,0.21,0.9
1448.84,0.21,0.76
4755.3,0.25,0.64
56.22,0.15,1.33
3888.55,0.29,0.55
314.53,0.15,1.1
332.44,0.15,1.15
368.49,0.19,1.04
385.2,0.17,1.05
342.4,0.19,1.02
1389.19,0.19,0.91
286.32,0.19,0.89
1544.53,0.25,0.85
1532.39,0.24,0.76
1320.24,0.18,0.85
3125.23,0.23,0.69
2283.5,0.24,0.73
2504.28,0.28,0.73
2452.42,0.2,0.83
81.73,0.14,1.27
470.51,0.17,1.07
791.33,0.21,0.85
123.88,0.14,1.2
3630.44,0.27,0.55
2662.6,0.25,0.72
539.28,0.23,0.9
3104,0.25,0.64
380.54,0.19,1.05
2949.56,0.21,0.85
2156.85,0.24,0.73
3253.25,0.28,0.73
3480.92,0.25,0.71
575.74,0.16,1.12
147.36,0.2,1
1708.16,0.23,0.8
1799.92,0.25,0.73
2645.86,0.25,0.64
151.26,0.16,1.16
758.98,0.18,0.77
930.59,0.2,0.92
2396.61,0.21,0.79
852.06,0.19,0.94
1491.78,0.27,0.64
1406.45,0.19,0.92
2525.77,0.23,0.75
239.61,0.19,0.99
865.26,0.17,0.99
1462.88,0.19,1.12
1897.89,0.18,0.89
2105.35,0.28,0.66
510.93,0.22,0.99
482.97,0.17,1.04
1810.03,0.27,0.68
91.32,0.13,1.31
385.73,0.19,1.07
1923.09,0.26,0.81
248.87,0.14,1.16
373.32,0.23,0.89
150.15,0.15,1.23
4488.97,0.22,0.69
47.18,0.16,1.15
384.27,0.17,1.04
1060.1,0.21,0.75
932.92,0.26,0.68
543.28,0.21,0.93
545.44,0.22,0.92
976.16,0.22,0.94
2711.73,0.24,0.73
130.7,0.12,1.3
4158.58,0.27,0.54
904.97,0.19,1
1236.14,0.23,0.85
3427.6,0.28,0.64
82.93,0.17,1.15
235.29,0.19,1.02
3506.09,0.25,0.65
2688.49,0.24,0.63
261.62,0.14,1.13
1475.25,0.2,0.72
3250.5,0.25,0.71
80.2,0.14,1.23
1011.67,0.22,0.93
314.68,0.18,1
42.26,0.14,1.31
893.27,0.23,0.78
1628.85,0.26,0.96
85.04,0.17,1.21
170.2,0.18,1.11
1426.42,0.23,0.86
1212.66,0.23,0.8
312.6,0.14,1.18
4051.92,0.22,0.71
127.87,0.15,1.23
2202.55,0.21,0.85
376.21,0.15,1.15
352.73,0.2,1.03
143.97,0.14,1.24
3490.25,0.24,0.77
3062.42,0.28,0.63
383.84,0.18,1.05
1161.02,0.24,0.88
3483.36,0.23,0.66
234.35,0.17,1.11
976.54,0.22,0.82
940,0.24,0.9
1827.15,0.21,0.83
65.54,0.17,1.24
4571.46,0.22,0.69
258.55,0.18,1.14
155.36,0.19,1.19
1917.17,0.23,0.76
31.98,0.18,1.25
2651.58,0.28,0.77
2828.9,0.26,0.72
1023.68,0.25,0.77
1413.11,0.2,0.84
122.44,0.15,1.17
873.67,0.22,0.91
288.26,0.18,1.08
1333.58,0.17,0.98
1643.59,0.2,0.95
828.94,0.17,0.94
1329.67,0.19,0.9
219.72,0.2,1.06
235.23,0.18,0.86
112.4,0.17,1.19
3275.3,0.24,0.79
358.71,0.2,0.97
866.16,0.18,0.89
3927.88,0.21,0.78
1689.63,0.21,0.74
185.66,0.17,1.06
508.38,0.17,1.05
3416.62,0.22,0.77
2339.98,0.27,0.67
2185.33,0.23,0.77
1388.39,0.24,0.86
1136.28,0.21,0.94
109.59,0.2,1
2127.33,0.24,0.84
4784.35,0.26,0.65
296.13,0.18,1.13
992.94,0.21,0.93
2570.78,0.24,0.79
2385.55,0.24,0.75
1419.52,0.17,0.95
1281.77,0.15,0.99
38.42,0.13,1.27
4132.13,0.26,0.99
243.39,0.18,1.01
3114.83,0.2,0.83
2415.53,0.25,0.73
3375.01,0.23,0.72
3128.48,0.28,0.65
4993,0.24,0.66
119.04,0.14,1.21
209.99,0.18,1.06
81.22,0.15,1.2
3385.99,0.25,0.68
1222.94,0.2,0.82
931.18,0.16,0.93
1181.64,0.21,0.9
2752.67,0.22,0.79
1774.56,0.2,0.78
583.85,0.22,1.01
3131.86,0.2,0.85
164.74,0.17,1.12
3291.08,0.23,0.72
3389.81,0.26,0.65
3411.03,0.22,0.82
110.07,0.16,1.29
2158.32,0.25,0.81
144.76,0.14,1.24
1427.77,0.17,0.88
3161.99,0.29,0.61
2531.23,0.25,0.74
341.92,0.18,1.07
137.52,0.16,1.22
1451.05,0.23,0.87
811.34,0.17,1.04
1009.7,0.22,0.84
256.21,0.19,0.97
2586.16,0.26,0.66
1296.75,0.19,0.8
60.64,0.17,1.18
388.81,0.21,1.03
2225.77,0.26,0.77
1402.89,0.23,0.91
3166.18,0.25,0.74
192.65,0.19,1.09
2449.68,0.21,0.85
3277.46,0.22,0.71
4796.75,0.27,0.65
1909.19,0.2,0.88
458.37,0.17,1.03
3459.59,0.23,0.98
719.16,0.19,0.93
132.46,0.13,1.26
40.37,0.16,1.25
1440.6,0.23,0.85
583.15,0.22,0.77
1398.82,0.21,0.9
90.61,0.2,1.13
106.56,0.15,1.16
500.37,0.23,0.89
3388.17,0.27,0.66
1413.97,0.16,1
48.61,0.15,1.3
4070.69,0.25,0.65
1039.49,0.23,0.88
2727.84,0.24,0.65
3640.46,0.22,0.67
1176.45,0.22,0.9
823.8,0.17,1.02
113.46,0.17,1.22
3773.43,0.21,0.73
2572.88,0.28,0.63
3486.66,0.24,0.69
3299.22,0.25,0.68
440.67,0.22,0.86
331.94,0.17,1.02
291.87,0.16,1.19
924.33,0.18,0.93
98.13,0.14,1.21
622.62,0.21,0.96
2756.32,0.22,0.79
1175.98,0.19,0.99
2356.75,0.26,0.64
1338.63,0.17,1.03
716.39,0.2,0.91
221.87,0.2,0.98
2184.84,0.26,0.73
401.02,0.21,0.94
88.73,0.17,1.12
969.15,0.25,0.72
142.8,0.19,1.07
2497.89,0.2,0.91
968.4,0.23,0.81
864.01,0.17,1
2031.8,0.25,0.88
259.24,0.19,1
2533.42,0.22,0.8
2417.44,0.27,0.61
117.03,0.14,1.25
1042.82,0.2,0.87
2242.69,0.2,0.81
102.42,0.18,1.06
1744.95,0.22,0.8
1101.86,0.23,0.94
971.8,0.23,0.87
310.52,0.17,1.09
327.97,0.16,1.08
1371.46,0.24,0.69
275.53,0.18,1.13
277.74,0.17,1.06
2139,0.25,0.74
4452.8,0.22,0.74
289.63,0.16,1.11
1026.09,0.2,0.9
2107.41,0.28,0.71
3581.43,0.26,0.64
4943.62,0.24,0.67
820.58,0.18,0.94
2371.74,0.22,0.83
368.48,0.2,1.05
212.97,0.14,1.17
3020,0.27,0.58
753.74,0.19,0.96
4063.86,0.27,0.62
326.88,0.2,1.06
329.87,0.2,1.05
942.67,0.24,0.79
1496.42,0.22,0.89
2419.87,0.21,0.86
95.64,0.16,1.17
190.29,0.17,1.13
4812.31,0.24,0.75
1946.35,0.24,0.73
107.76,0.16,1.25
885.18,0.2,0.87
1435.11,0.17,0.99
2018.65,0.25,0.72
1474.67,0.2,0.97
354.83,0.2,1
611.9,0.22,0.99
4460.43,0.23,0.69
296.47,0.17,1.12
1458.88,0.16,0.9
99.49,0.16,1.21
98.74,0.14,1.21
957.2,0.22,0.97
2866.46,0.27,0.67
185.53,0.19,1.16
796.53,0.18,0.97
643.79,0.21,0.93
398.67,0.18,1.08
701.07,0.2,0.94
3399.34,0.27,0.63
1326.48,0.23,0.82
116.17,0.17,1.18
41.23,0.13,1.39
260.65,0.23,0.9
2188.44,0.25,0.72
3374.82,0.23,0.75
1415.96,0.2,0.97
1281.62,0.24,0.87
332.09,0.18,1.08
2039.02,0.26,1.12
4590.73,0.22,0.73
280.69,0.18,1.05
2697.52,0.26,0.82
141.13,0.17,1.21
1096.1,0.25,0.68
1009.73,0.23,0.82
116.47,0.15,1.19
1220.42,0.19,1.08
1312.54,0.2,0.96
238.2,0.18,1.07
1209.97,0.23,0.84
4788.66,0.23,0.69
104.01,0.13,1.24
67.43,0.17,1.24
175.42,0.15,1.14
462.64,0.17,1.08
935.98,0.21,0.77
3709.49,0.27,0.68
877.49,0.18,0.88
229.48,0.18,1.11
112.96,0.18,1.05
1499.91,0.21,0.81
2741.86,0.2,0.85
3740.74,0.28,0.69
1077.15,0.24,0.85
106.13,0.15,1.24
91.71,0.14,1.36
130.73,0.16,1.15
3993.42,0.27,0.63
858.44,0.24,0.87
708.21,0.17,0.92
83.51,0.2,1.14
4391.46,0.22,0.64
688.38,0.17,1.02
43.58,0.15,1.25
807.27,0.22,0.86
1967.83,0.21,0.75
1022.81,0.21,0.84
2142.59,0.26,0.61
128.6,0.17,1.19
149.98,0.18,1.09
216.7,0.18,1.02
1297.98,0.23,0.85
2281.61,0.2,0.85
1282.03,0.2,0.86
229.64,0.22,1.09
287.21,0.18,1.15
359.49,0.16,1.12
54.41,0.17,1.32
319.77,0.19,1.12
1684.13,0.25,0.71
266.38,0.2,0.97
1408.18,0.22,1.12
1367.84,0.23,0.88
344.96,0.16,0.99
262.56,0.14,1.1
236.96,0.14,1.17
229.78,0.2,1.07
3347.13,0.28,0.59
1231.87,0.19,0.92
2458.1,0.23,0.79
1360.19,0.18,0.97
158.2,0.18,1.17
4155.76,0.22,0.67
3783.28,0.26,0.63
169.05,0.17,1.12
2350.11,0.22,0.66
28.38,0.14,1.34
799.68,0.22,0.83
302.15,0.15,1.13
219.04,0.23,0.97
875.81,0.25,0.76
288.63,0.19,1.04
346.93,0.19,1.06
818.58,0.16,1.18
2963.08,0.24,0.7
366.84,0.14,1.11
2348.64,0.23,0.8
655.77,0.22,0.94
224.24,0.18,1.09
75.04,0.17,1.23
3143.36,0.21,0.78
385.98,0.17,1.06
4680.9,0.29,0.62
375.61,0.18,1.09
1547.3,0.23,0.84
2650.42,0.25,0.93
104.06,0.13,1.25
129.58,0.18,1.18
3467.88,0.23,0.82
1840.38,0.23,0.76
534.88,0.19,1.06
111.72,0.18,1.11
809.1,0.2,0.95
4640.74,0.21,0.77
588.8,0.18,1.11
506.03,0.17,1.21
198.15,0.14,1.06
85.5,0.19,1.08
201.13,0.17,1.07
115.81,0.15,1.21
1794.18,0.22,0.81
2533.15,0.19,0.81
149.83,0.14,1.12
1473.33,0.16,1.01
3202.12,0.26,0.69
1589.3,0.26,0.8
4407.33,0.26,0.58
4199.53,0.24,0.69
4435.49,0.22,0.63
101.51,0.13,1.27
20.3,0.15,1.34
129.12,0.18,1.17
1094.58,0.16,1.01
889.28,0.16,1.03
1774.22,0.25,0.75
2657.14,0.24,0.79
3021.44,0.23,0.78
84.72,0.17,1.2
2975.43,0.23,0.72
1297.53,0.22,0.88
1235.44,0.21,0.9
2888.37,0.22,0.72
127.38,0.14,1.22
348.35,0.15,1.18
573.11,0.21,0.88
366.83,0.18,1.1
222.57,0.15,1.09
370.25,0.17,1.14
2841.7,0.23,0.72
383.72,0.19,1.13
148.35,0.13,1.23
130.35,0.16,1.05
1993.01,0.19,0.79
104.6,0.16,1.17
356.23,0.15,1.12
44.81,0.16,1.21
2952.52,0.25,0.65
250.6,0.17,1.13
382.75,0.16,1.07
2883.3,0.27,0.66
3220.51,0.27,0.64
766.72,0.22,0.88
1496.4,0.24,0.7
1454.71,0.25,0.66
1159.59,0.16,1.05
71.96,0.15,1.25
2869.57,0.25,0.63
1406.35,0.17,0.94
211.57,0.17,1.1
344.64,0.21,0.91
397.15,0.18,0.99
295.69,0.15,1.09
2236.44,0.26,0.77
4881.95,0.29,0.61
1179.15,0.24,0.85
238.32,0.2,0.95
361.22,0.2,0.92
1177.86,0.16,1.05
2099.88,0.25,0.51
385.53,0.17,1.02
86.05,0.17,1.24
23.67,0.14,1.22
4193.15,0.26,0.68
113.5,0.16,1.2
122.25,0.13,1.31
3169.1,0.23,0.7
1081.46,0.23,0.82
1199.9,0.22,0.89
640.53,0.22,0.85
2279.22,0.21,0.82
224.92,0.23,0.92
278.67,0.17,1.02
4747.07,0.27,0.66
941.58,0.2,0.88
2444.98,0.22,0.79
316.6,0.17,1.06
1034.6,0.16,0.98
2550.52,0.26,0.71
2763.09,0.23,0.8
3143.13,0.21,0.75
2543.49,0.26,0.73
2043.14,0.23,0.65
2304.22,0.26,0.68
1152.91,0.16,1.03
1277.33,0.2,0.89
519.19,0.19,0.96
688.2,0.24,0.86
4529.07,0.25,0.64
158.98,0.16,1.13
230.58,0.15,1.14
83.77,0.17,1.19
1013.31,0.17,0.94
893.16,0.17,0.98
498.68,0.24,0.92
33.67,0.15,1.28
130.63,0.17,1.17
1217.5,0.21,0.85
4978.03,0.26,0.69
3212.33,0.25,0.76
833.13,0.16,0.96
1352.64,0.18,0.93
1475.45,0.2,0.91
85.81,0.17,1.17
3813.22,0.26,0.64
2006,0.25,0.76
771.09,0.19,0.9
1117.99,0.2,0.94
789.34,0.24,1.01
274.67,0.16,1.15
209.69,0.2,0.94
492.69,0.23,0.91
302.05,0.16,1.03
2743.97,0.22,0.78
2848,0.26,0.78
202.24,0.18,1.19
689.61,0.18,0.98
151.09,0.17,1.11
590.87,0.2,0.9
4211.34,0.26,0.42
4109.82,0.23,0.63
846.49,0.2,0.85
1143.78,0.21,0.85
3073.01,0.21,0.72
1453.96,0.22,0.96
165.27,0.15,1.2
1220.68,0.23,0.91
3082.39,0.22,0.69
2635.65,0.22,0.78
1151.19,0.21,1.08
170.25,0.17,0.98
199.13,0.16,1.11
2520.26,0.24,0.68
4968.94,0.27,0.69
1221.9,0.21,0.86
2350.66,0.23,0.67
3002.57,0.22,0.79
2057.01,0.22,0.73
3344.14,0.22,0.76
1140.19,0.26,0.79
3392.19,0.2,0.84
1617.59,0.22,0.99
141.81,0.14,1.04
3939.39,0.25,0.67
972.41,0.17,0.93
231.51,0.18,0.94
140.6,0.16,1.19
950.15,0.18,1.01
4989.47,0.29,0.6
112.64,0.19,1.07
2481.95,0.22,0.72
654.25,0.25,0.89
1715.58,0.25,0.77
343.36,0.14,1.15
917.65,0.22,0.92
233.94,0.18,1.1
1311.05,0.2,0.94
3569.59,0.22,0.76
670.57,0.16,1.06
2027.68,0.23,0.79
305.48,0.18,1.06
4901.05,0.26,0.56
137.05,0.16,1.13
996.1,0.23,0.86
2715.25,0.22,0.73
2748.55,0.26,0.85
4260.13,0.27,0.65
1323.45,0.23,0.88
2627.57,0.23,0.62
149.42,0.14,1.28
2719.09,0.19,0.88
989.97,0.18,0.98
1403.66,0.23,0.95
1381.54,0.17,0.93
3807.9,0.21,0.77
1366.73,0.22,0.89
61.91,0.16,1.21
356.2,0.19,1
2628.34,0.22,0.76
3311.78,0.23,0.78
132.21,0.17,1.14
2008.43,0.26,0.85
1230.15,0.23,0.82
131.42,0.15,1.23
912.18,0.16,1.02
239.37,0.22,0.81
349,0.17,1.09
862.18,0.19,0.95
1137.16,0.19,0.96
857.08,0.19,0.95
1494.31,0.2,0.91
2616.76,0.25,0.72
4312.26,0.23,0.73
83.52,0.15,1.17
1368.62,0.27,0.81
254.85,0.15,1.15
2661.64,0.27,0.74
4627.1,0.26,0.66
2295.65,0.27,0.72
4562.51,0.25,0.7
84.23,0.18,1.06
1296.74,0.16,0.96
2991.27,0.27,0.72
3661.67,0.26,0.7
4436.71,0.26,0.59
447.88,0.18,0.92
568.23,0.17,1.01
537.01,0.21,0.97
3367.02,0.26,0.69
174.37,0.16,1.16
70.99,0.17,1.22
